Model;Link;Price usd($);Price UAH;City
Peugeot 2008 2020Active 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1864309.html;21 776 $;589 000 грн;Запорожье
Peugeot 508 2021Allure 1.6 PureTech AT (215 л.с.);https://auto.ria.com/newauto/auto-peugeot-508-1836751.html;34 221 $;925 600 грн;Киев
Peugeot 301 2020Active New 1.6 AT (115 л.с.);https://auto.ria.com/newauto/auto-peugeot-301-1846555.html;16 096 $;435 370 грн;Ивано-Франковск
Peugeot Partner груз. 2021Grip 1.6 HDi MT (92 л.с.) L2 W;https://auto.ria.com/newauto/auto-peugeot-partner-gruz-1842454.html;21 361 $;577 760 грн;Ивано-Франковск
Peugeot 3008 2021Active Pack 1.5 BlueHDi AT (130  л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1858899.html;27 632 $;747 400 грн;Краматорск
Peugeot 2008 2021Active Pack 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1846543.html;22 039 $;596 100 грн;Киев
Peugeot 208 2021Allure Pack 1.2 PureTech 6AT (130 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1863039.html;21 813 $;590 000 грн;Винница
Peugeot 5008 2020GT 2.0 BlueHDi AT (180 л.с.) Start/Stop;https://auto.ria.com/newauto/auto-peugeot-5008-1858991.html;39 250 $;1 061 640 грн;Одесса
Peugeot 2008 2021Allure Pack 1.2 PureTech AT (155 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1840896.html;26 121 $;706 530 грн;Ивано-Франковск
Peugeot 5008 2021GT 2.0 BlueHDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-5008-1860941.html;38 077 $;1 029 900 грн;Киев
Peugeot 2008 2021Individual 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1846020.html;22 552 $;610 000 грн;Одесса
Peugeot Traveller 2021Active 2.0 BlueHDi AT (180 л.с.) L3;https://auto.ria.com/newauto/auto-peugeot-traveller-1858994.html;44 576 $;1 205 700 грн;Одесса
Peugeot 3008 2021Allure Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1844147.html;30 949 $;837 100 грн;Киев
Peugeot 2008 2021Active Pack 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1847208.html;22 939 $;620 450 грн;Запорожье
Peugeot 2008 2021Active 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1859200.html;26 619 $;26 619 $;Одесса
Peugeot 3008 2021Active Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1844149.html;28 571 $;772 800 грн;Киев
Peugeot 208 2021Active Pack 1.2 PureTech MT (75 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1858039.html;16 582 $;448 500 грн;Киев
Peugeot Rifter 2021Allure 1.6 HDi MT (92 л.с.) L1;https://auto.ria.com/newauto/auto-peugeot-rifter-1822834.html;23 041 $;623 200 грн;Киев
Peugeot 208 2021Active Pack 1.2 PureTech MT (75 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1858041.html;16 582 $;448 500 грн;Киев
Peugeot 208 2021Allure Pack 1.2 PureTech 8AT (130 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1858043.html;21 454 $;580 300 грн;Киев
Peugeot 208 2021Active Pack 1.2 PureTech 8AT (130 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1858042.html;20 623 $;557 800 грн;Киев
Peugeot 3008 2021GT 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1852960.html;35 012 $;947 000 грн;Киев
Peugeot 2008 2021Allure 1.2 PureTech 8AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1861670.html;24 516 $;663 100 грн;Ивано-Франковск
Peugeot 3008 2021Active Pack 1.5 BlueHDi AT (130  л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1822843.html;27 632 $;747 400 грн;Киев
Peugeot 2008 2020Allure 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1858293.html;26 377 $;713 450 грн;Винница
Peugeot 3008 2021Allure Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1836762.html;30 949 $;837 100 грн;Киев
Peugeot 2008 2021GT 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1837525.html;29 137 $;788 100 грн;Киев
Peugeot 3008 2021GT Pack 2.0 BLueHDi AT (180 л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1855622.html;41 441 $;1 120 900 грн;Киев
Peugeot 2008 2021GT 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1836321.html;29 137 $;788 100 грн;Киев
Peugeot 3008 2021GT Pack 2.0 BLueHDi AT (180 л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1854947.html;41 441 $;1 120 900 грн;Киев
Peugeot 3008 2021GT Pack 2.0 BLueHDi AT (180 л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1855629.html;41 441 $;1 120 900 грн;Киев
Peugeot Rifter 2021Allure 1.6 HDi MT (92 л.с.) L2;https://auto.ria.com/newauto/auto-peugeot-rifter-1864427.html;24 682 $;667 587 грн;Харьков
Peugeot 208 2021Allure Pack 1.2 PureTech 8AT (130 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1860244.html;22 120 $;598 290 грн;Ивано-Франковск
Peugeot 2008 2021GT 1.2 PureTech AT (155 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1836322.html;27 765 $;751 000 грн;Киев
Peugeot 2008 2021GT 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1863785.html;31 342 $;847 730 грн;Николаев
Peugeot 3008 2021GT 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1836768.html;35 012 $;947 000 грн;Киев
Peugeot 2008 2021Active Pack 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1861885.html;22 552 $;610 000 грн;Винница
Peugeot 3008 2021Allure Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1858319.html;30 949 $;837 100 грн;Киев
Peugeot 3008 2021Allure Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1858320.html;30 949 $;837 100 грн;Киев
Peugeot 2008 2021Active Pack 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1864052.html;22 039 $;596 100 грн;Николаев
Peugeot 3008 2021GT 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1827905.html;35 012 $;947 000 грн;Киев
Peugeot 3008 2021Active Pack 1.5 BlueHDi AT (130  л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1836765.html;27 632 $;747 400 грн;Киев
Peugeot 3008 2021Allure Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1822844.html;30 949 $;837 100 грн;Киев
Peugeot 208 2021Allure Pack 1.2 PureTech 6AT (130 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1863265.html;22 072 $;597 010 грн;Ивано-Франковск
Peugeot 3008 2021Active Pack 1.5 BlueHDi AT (130  л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1827900.html;27 632 $;747 400 грн;Киев
Peugeot 208 2021Allure Pack 1.2 PureTech 6AT (130 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1863499.html;22 262 $;602 150 грн;Харьков
Peugeot 508 2020GT-Line 2.0 HDi AT (180 л.с.);https://auto.ria.com/newauto/auto-peugeot-508-1862298.html;34 779 $;940 700 грн;Киев
Peugeot 3008 2021Active Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1827902.html;28 571 $;772 800 грн;Киев
Peugeot Rifter 2021Active Pack 1.6 HDi MT (92 л.с.) L1;https://auto.ria.com/newauto/auto-peugeot-rifter-1822832.html;20 427 $;552 500 грн;Киев
Peugeot Partner груз. 2021Crewcab 1.5 BlueHDi MT (100 л.с.) L2;https://auto.ria.com/newauto/auto-peugeot-partner-gruz-1858084.html;23 846 $;645 000 грн;Винница
Peugeot 2008 2021Active Pack 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1862767.html;22 700 $;614 000 грн;Житомир
Peugeot 5008 2021GT Pack 2.0 BlueHDi AT (180 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-5008-1858006.html;42 968 $;1 162 200 грн;Киев
Peugeot 301 2021Active New 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-peugeot-301-1822870.html;14 911 $;403 300 грн;Киев
Peugeot 2008 2021GT 1.2 PureTech AT (155 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1835443.html;28 597 $;773 500 грн;Винница
Peugeot 301 2021Active New 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-peugeot-301-1861640.html;14 911 $;403 300 грн;Николаев
Peugeot 3008 2020Allure New 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1816679.html;31 980 $;865 000 грн;Одесса
Peugeot Rifter 2021Allure 1.6 HDi MT (92 л.с.) L1;https://auto.ria.com/newauto/auto-peugeot-rifter-1858321.html;23 041 $;623 200 грн;Киев
Peugeot Rifter 2021Active Pack 1.6 HDi MT (92 л.с.) L1;https://auto.ria.com/newauto/auto-peugeot-rifter-1863051.html;21 002 $;568 070 грн;Николаев
Peugeot Rifter 2020Allure + 1.6 HDi MT (92 л.с.) L2;https://auto.ria.com/newauto/auto-peugeot-rifter-1860797.html;23 662 $;640 000 грн;Винница
Peugeot Rifter 2020Allure 1.6 HDi MT (92 л.с.) L1;https://auto.ria.com/newauto/auto-peugeot-rifter-1836815.html;22 737 $;615 000 грн;Херсон
Peugeot Rifter 2021Allure 1.6 HDi MT (92 л.с.) L2;https://auto.ria.com/newauto/auto-peugeot-rifter-1855699.html;24 549 $;664 000 грн;Одесса
Peugeot 208 2021Allure Pack 1.2 PureTech 6AT (130 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1862656.html;21 454 $;580 300 грн;Николаев
Peugeot 3008 2021GT Pack 2.0 BLueHDi AT (180 л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1860942.html;41 441 $;1 120 900 грн;Киев
Peugeot 3008 2021Active Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1858089.html;28 571 $;772 800 грн;Херсон
Peugeot 2008 2021GT 1.2 PureTech AT (155 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1836973.html;27 765 $;751 000 грн;Киев
Peugeot 2008 2021Allure 1.2 PureTech 8AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1863803.html;25 235 $;682 560 грн;Киев
Peugeot 5008 2021GT 2.0 BlueHDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-5008-1858003.html;38 077 $;1 029 900 грн;Киев
Peugeot 5008 2021GT 2.0 BlueHDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-5008-1858004.html;38 077 $;1 029 900 грн;Киев
Peugeot 5008 2021GT Pack 2.0 BlueHDi AT (180 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-5008-1858005.html;42 968 $;1 162 200 грн;Киев
Peugeot 3008 2021GT Pack 2.0 BLueHDi AT (180 л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1852964.html;41 441 $;1 120 900 грн;Киев
Peugeot 2008 2021GT 1.2 PureTech AT (155 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1833460.html;27 765 $;751 000 грн;Киев
Peugeot 3008 2021GT Pack 2.0 BLueHDi AT (180 л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1852962.html;41 441 $;1 120 900 грн;Киев
Peugeot 5008 2021GT 2.0 BlueHDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-5008-1858008.html;38 077 $;1 029 900 грн;Киев
Peugeot 5008 2021GT 2.0 BlueHDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-5008-1858007.html;38 077 $;1 029 900 грн;Киев
Peugeot 2008 2021GT 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1852144.html;29 137 $;788 100 грн;Киев
Peugeot 3008 2021GT Pack 2.0 BLueHDi AT (180 л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1852963.html;41 441 $;1 120 900 грн;Киев
Peugeot 3008 2021GT Pack 2.0 BLueHDi AT (180 л.с.) S&S;https://auto.ria.com/newauto/auto-peugeot-3008-1855637.html;41 441 $;1 120 900 грн;Киев
Peugeot 2008 2021GT 1.2 PureTech AT (155 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1837526.html;27 765 $;751 000 грн;Киев
Peugeot 3008 2021GT 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1836767.html;35 012 $;947 000 грн;Киев
Peugeot 2008 2021GT 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1836705.html;29 137 $;788 100 грн;Киев
Peugeot 2008 2021GT 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1846202.html;29 137 $;788 100 грн;Киев
Peugeot 2008 2021GT 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1832098.html;29 137 $;788 100 грн;Киев
Peugeot 3008 2021Active Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1822845.html;28 571 $;772 800 грн;Киев
Peugeot 2008 2021GT 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1832100.html;29 137 $;788 100 грн;Киев
Peugeot 2008 2021GT 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1834677.html;29 137 $;788 100 грн;Одесса
Peugeot 2008 2021GT 1.2 PureTech AT (155 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1836707.html;27 765 $;751 000 грн;Киев
Peugeot 2008 2021Allure Pack 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1840314.html;24 793 $;670 600 грн;Киев
Peugeot 3008 2021GT 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1838421.html;35 012 $;947 000 грн;Киев
Peugeot 2008 2020Allure 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1848695.html;24 046 $;650 400 грн;Киев
Peugeot 3008 2021Active Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1836741.html;28 571 $;772 800 грн;Киев
Peugeot 2008 2021Allure Pack 1.2 PureTech AT (155 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1834680.html;25 621 $;693 000 грн;Одесса
Peugeot 2008 2021Active Pack 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1860243.html;22 039 $;596 100 грн;Киев
Peugeot 2008 2021Allure 1.2 PureTech 8AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1863497.html;25 235 $;682 560 грн;Харьков
Peugeot 3008 2021GT Pack 1.6 Plug-in Hybrid 300 e-AT-8 (13.2 kWh) 4X4;https://auto.ria.com/newauto/auto-peugeot-3008-1860943.html;56 037 $;1 515 700 грн;Киев
Peugeot 3008 2021GT Pack 1.6 Plug-in Hybrid 300 e-AT-8 (13.2 kWh) 4X4;https://auto.ria.com/newauto/auto-peugeot-3008-1857081.html;56 037 $;1 515 700 грн;Киев
Peugeot 3008 2021GT Pack 1.6 Plug-in Hybrid 300 e-AT-8 (13.2 kWh) 4X4;https://auto.ria.com/newauto/auto-peugeot-3008-1859215.html;56 037 $;1 515 700 грн;Киев
Peugeot 508 2020GT-Line 2.0 HDi AT (180 л.с.);https://auto.ria.com/newauto/auto-peugeot-508-1857530.html;34 365 $;929 500 грн;Киев
Peugeot 2008 2021GT 1.2 PureTech AT (155 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1837515.html;27 765 $;751 000 грн;Киев
Peugeot 508 2021GT 2.0 HDi AT (180 л.с.);https://auto.ria.com/newauto/auto-peugeot-508-1860940.html;39 371 $;1 064 900 грн;Киев
Peugeot 208 2021Allure Pack 1.2 PureTech 8AT (130 л.с.);https://auto.ria.com/newauto/auto-peugeot-208-1860455.html;22 146 $;599 000 грн;Житомир
Peugeot 2008 2020Active 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1862194.html;21 351 $;577 500 грн;Киев
Peugeot 508 2021GT 2.0 HDi AT (180 л.с.);https://auto.ria.com/newauto/auto-peugeot-508-1860939.html;39 371 $;1 064 900 грн;Киев
Peugeot 3008 2021Allure Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1858318.html;30 949 $;837 100 грн;Киев
Peugeot 3008 2021GT 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1852961.html;35 012 $;947 000 грн;Киев
Peugeot 2008 2021Allure 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1863579.html;24 516 $;663 100 грн;Киев
Peugeot Partner груз. 2021Grip 1.6 HDi MT (92 л.с.) L2 W;https://auto.ria.com/newauto/auto-peugeot-partner-gruz-1821791.html;20 434 $;20 434 $;Краматорск
Peugeot 301 2021Active New 1.6D MT (92 л.с.);https://auto.ria.com/newauto/auto-peugeot-301-1813503.html;16 996 $;459 700 грн;Киев
Peugeot 3008 2020Allure New 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1845994.html;31 518 $;852 500 грн;Днепр (Днепропетровск)
Peugeot 508 2021GT 1.6 PureTech AT (215 л.с.);https://auto.ria.com/newauto/auto-peugeot-508-1862560.html;40 151 $;1 086 000 грн;Одесса
Peugeot 301 2021Active New 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-peugeot-301-1836977.html;14 911 $;403 300 грн;Киев
Peugeot Rifter 2021Allure 1.5 BlueHDi AT (130 л.с.) L1;https://auto.ria.com/newauto/auto-peugeot-rifter-1858322.html;27 610 $;746 800 грн;Киев
Peugeot 301 2021Active New 1.6 AT (115 л.с.);https://auto.ria.com/newauto/auto-peugeot-301-1836979.html;16 648 $;450 300 грн;Киев
Peugeot 3008 2021Allure Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1858825.html;30 949 $;837 100 грн;Киев
Peugeot 508 2021GT 2.0 HDi AT (180 л.с.);https://auto.ria.com/newauto/auto-peugeot-508-1862689.html;41 368 $;1 118 910 грн;Николаев
Peugeot 2008 2021Allure 1.2 PureTech 8AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1863425.html;24 516 $;663 100 грн;Киев
Peugeot 3008 2021Allure Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1863429.html;32 244 $;872 130 грн;Киев
Peugeot 2008 2021Allure 1.2 PureTech 8AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1863427.html;25 030 $;677 000 грн;Киев
Peugeot 2008 2021Allure 1.2 PureTech 8AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1863426.html;25 235 $;682 560 грн;Киев
Peugeot 301 2020Active New 1.6 AT (115 л.с.);https://auto.ria.com/newauto/auto-peugeot-301-1862182.html;15 095 $;408 300 грн;Киев
Peugeot Rifter 2020Allure 1.6 HDi MT (92 л.с.) L2;https://auto.ria.com/newauto/auto-peugeot-rifter-1837687.html;24 129 $;652 630 грн;Запорожье
Peugeot 3008 2021Allure Pack 2.0 HDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-3008-1857283.html;30 949 $;837 100 грн;Житомир
Peugeot 2008 2020Active 1.2 PureTech 6AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1853796.html;21 351 $;577 500 грн;Харьков
Peugeot 301 2021Active New 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-peugeot-301-1813502.html;14 911 $;403 300 грн;Киев
Peugeot 301 2021Active New 1.6 MT (115 л.с.);https://auto.ria.com/newauto/auto-peugeot-301-1813498.html;14 911 $;403 300 грн;Киев
Peugeot Traveller 2021VIP 2.0 BlueHDi AT (180 л.с.) L2;https://auto.ria.com/newauto/auto-peugeot-traveller-1859247.html;48 573 $;48 573 $;Киев
Peugeot 2008 2021Allure Pack 1.5 BlueHDi AT (130 л.с.) S/S;https://auto.ria.com/newauto/auto-peugeot-2008-1843014.html;26 797 $;724 800 грн;Киев
Peugeot 5008 2021GT 2.0 BlueHDi AT (150 л.с.);https://auto.ria.com/newauto/auto-peugeot-5008-1840321.html;38 077 $;1 029 900 грн;Киев
